_id,name,img,country,carats,price,count
64b066376f03d1e9bb48345c,Лавандово-фиолетовая шпинель в огранке кушон,https://gemstock.ru/wa-data/public/shop/products/28/41/4128/images/19252/19252.970.jpg,Танзания,8.01,5262400,23
64b067156f03d1e9bb48345d,Синий циркон в огранке кушон,https://gemstock.ru/wa-data/public/shop/products/13/44/4413/images/20714/20714.970.jpg,Камбоджа,12.41,552000,81
64b0678c6f03d1e9bb48345e,Крупный розовый турмалин в огранке октагон,https://gemstock.ru/wa-data/public/shop/products/19/41/4119/images/19197/19197.970.jpg,Мозамбик,11.73,772800,45
64b067ea6f03d1e9bb48345f,Турмалин индиголит в огранке овал,https://gemstock.ru/wa-data/public/shop/products/14/44/4414/images/20718/20718.970.jpg,Афганистан,18.28,1651400,7
64b0685c6f03d1e9bb483460,Гранат родолит в огранке груша,https://gemstock.ru/wa-data/public/shop/products/00/51/5100/images/23963/23963.970.jpg,Танзания,5.17,213700,56
64b068c46f03d1e9bb483461,Неоновая зеленовато-голубая Параиба в огранке овал,https://gemstock.ru/wa-data/public/shop/products/17/51/5117/images/24031/24031.970.jpg,Мозамбик,8.58,5446600,12
